driver_id,avg_speed_kph,max_speed_kph,speed_std,speed_safety_score,harsh_braking_events,harsh_acceleration_events,braking_safety_score,acceleration_safety_score,consistency_score,overall_safety_score,avg_acceleration,max_acceleration,min_acceleration,total_distance_km,total_trips,avg_trip_duration,speeding_events,night_driving_ratio,weekend_driving_ratio,phone_usage_events,harsh_cornering_events,driver_profile,discount_eligible,discount_tier,estimated_premium,annual_savings
D0230,65.07187009280602,106.6119338426661,11.807029031221663,89.85625981438795,0,0,100,100,76.38594193755668,91.56055043798617,-0.0003082524962469537,1.702358975847011,-1.5760343714379883,426.8714678088075,15,262.4,406,0.2504590853777415,0.15586439041083497,0,1,good,True,3,770.0,330.0
D0231,54.815860089647984,91.62817860162122,7.998164650173482,100.0,0,0,100,100,84.00367069965304,96.00091767491327,0.00024020220315143856,1.131747889452941,-1.3383367032259317,309.7096095065111,15,226.0,2,0.13411457892583037,0.24709540936083252,0,0,excellent,True,3,770.0,330.0
D0232,55.06919714974256,82.2984829504057,8.100297093231598,100.0,0,0,100,100,83.79940581353681,95.9498514533842,-0.0001784361946584421,1.079188376862661,-1.0930808719474778,312.2423478390403,15,226.8,5,0.3065680543689962,0.10720256701607185,1,0,excellent,True,3,770.0,330.0
D0233,64.83440919332114,103.197699106597,12.00757772051736,90.33118161335773,0,0,100,100,75.98484455896528,91.57900654308075,0.000687072749380306,1.7440604216299618,-1.5932391815152804,350.10580964393415,15,216.0,332,0.07023064816956023,0.3320377917566728,0,0,good,True,3,770.0,330.0
D0234,75.05020677878697,132.93868098670384,15.19284727470111,69.89958644242606,0,0,100,100,69.61430545059778,84.87847297325597,-0.00017390711181345547,2.076026411202583,-2.0894045121215123,558.3735384341751,15,297.6,1631,0.10606950261556726,0.29292295664138934,1,1,average,False,0,1100.0,0.0
D0235,65.23371345932107,106.0833776238944,11.820281788578438,89.53257308135787,0,0,100,100,76.35943642284312,91.47300237605026,-0.000679369134484616,1.4763787203822756,-1.824695024057411,470.98741117629817,15,288.8,464,0.18761698023177648,0.3617738743789741,1,0,good,True,3,770.0,330.0
D0236,55.180838235912255,85.42971487575164,7.8227834933449385,100.0,0,0,100,100,84.35443301331013,96.08860825332754,0.00010475289084723828,1.073312778425746,-1.3170037271357464,307.90907735639036,15,223.2,2,0.2089183319967449,0.13460381694336876,0,0,excellent,True,3,770.0,330.0
D0237,65.14907393244451,111.33339602828424,12.085289801081933,89.70185213511098,0,0,100,100,75.82942039783613,91.38281813323678,0.0006031157363022638,1.5802014376956928,-1.771872148473819,340.7296566666848,15,209.2,339,0.11180614186829399,0.4288445260476194,0,0,good,True,3,770.0,330.0
D0238,74.70830238884615,125.20092889308056,14.963455816147958,70.5833952223077,0,0,100,100,70.07308836770409,85.16412089750294,-0.0006621629318120461,1.825625356676149,-2.1134323881446493,467.6739729541769,15,250.4,1339,0.2854056480277247,0.16470762874134692,0,0,average,True,1,990.0,110.0
D0239,54.81827075086299,85.41077472475811,7.733431063745184,100.0,0,0,100,100,84.53313787250963,96.13328446812741,0.00038088570897411344,1.093261800169734,-1.1190896276019944,307.5304989123414,15,224.4,2,0.24761670891101512,0.19586078930820056,1,2,excellent,True,3,770.0,330.0
D0240,55.34254652176002,80.90941754344604,8.082279468424657,100.0,0,0,100,100,83.83544106315068,95.95886026578768,-0.0001850123818661319,1.1123424663622865,-1.1927231973555004,399.57318588710734,15,288.8,3,0.14226666966164433,0.3084441164651641,1,1,excellent,True,3,770.0,330.0
D0241,64.92967986624865,112.22827090047667,11.987932948401188,90.1406402675027,0,0,100,100,76.02413410319762,91.54119359267509,-0.00039407225150338743,1.8095832845060291,-1.785031314440881,447.36549427845324,15,275.6,452,0.4919196983792275,0.5276272801955669,0,0,good,True,3,770.0,330.0
D0242,75.59238315911459,130.08006732380284,14.7237586128374,68.81523368177082,0,0,100,100,70.5524827743252,84.841929114024,-0.0006241819275861067,2.004158513337156,-2.204575723578157,427.09696484899746,15,226.0,1312,0.37906099160283485,0.2805433197862642,1,0,average,False,0,1100.0,0.0
D0243,54.716070388553064,81.76110654625526,8.10363401865447,100.0,0,0,100,100,83.79273196269106,95.94818299067276,0.0005953233790008337,1.1936766521126294,-1.1347919208404886,355.1072968217094,15,259.6,2,0.13640348044022582,0.20311938079690975,2,2,excellent,True,1,990.0,110.0
D0244,55.044923458983725,84.4292797157596,7.955035517037504,100.0,0,0,100,100,84.089928965925,96.02248224148124,0.00013519130347239747,1.0691854630586968,-1.2543851831589543,370.45233487896047,15,269.2,7,0.14420088188729574,0.2626870811880444,1,1,excellent,True,3,770.0,330.0
D0245,74.68069025641083,134.83859915371968,15.118887132203806,70.63861948717835,0,0,100,100,69.76222573559238,85.10021130569268,-0.0009732329509290842,2.1704363687436548,-2.113362525306945,554.8775286051324,15,297.2,1592,0.17908573309394865,0.3693022531210071,0,1,average,True,1,990.0,110.0
D0246,85.17356927880797,160.0,19.81683201860522,49.65286144238405,0,0,100,100,60.36633596278956,77.5047993512934,0.00031668129473251885,3.039238473846784,-2.640738029132158,467.60289534065583,15,219.6,2002,0.6325571891893216,0.12272458502179197,0,1,poor,False,0,1100.0,0.0
D0247,54.87640121257173,83.53171052068755,8.041311642020293,100.0,0,0,100,100,83.91737671595942,95.97934417898986,-6.290562808077025e-05,1.0353818965898185,-1.2283925212964295,351.2089677604591,15,256.0,5,0.21518213789756788,0.2108839226267967,0,0,excellent,True,3,770.0,330.0
D0248,55.3415397656835,84.46455262629763,7.987067678320482,100.0,0,0,100,100,84.02586464335903,96.00646616083975,0.00046785204815190894,1.1440026903807714,-1.0452457410373153,330.9424077987873,15,239.2,3,0.13900838888967382,0.45206015794474813,0,0,excellent,True,3,770.0,330.0
D0249,54.8005260499074,82.33128396625042,7.911298997546619,100.0,0,0,100,100,84.17740200490677,96.04435050122669,1.8507543169231355e-05,1.2901236221049197,-1.1723974106064594,377.0276192233629,15,275.2,4,0.10599461803286422,0.10153182287753722,0,0,excellent,True,3,770.0,330.0
D0250,75.0896855565566,129.0103606586556,15.018553051448684,69.8206288868868,0,0,100,100,69.96289389710263,84.94588069599735,0.0008573476545519833,1.9868943848863083,-2.1269369320898246,527.8804894625929,15,281.2,1570,0.3021109308084653,0.37407756838960493,0,0,average,False,0,1100.0,0.0
D0251,84.80732370588903,160.0,20.047367442171364,50.385352588221934,1,0,97,100,59.90526511565727,76.8226544259698,-0.0001113642867008581,3.4572593576279465,-3.278342677642472,517.3246746059231,15,244.0,2174,0.3431926500997551,0.15565960697386566,1,2,poor,False,0,1100.0,0.0
D0252,54.73738870489439,84.83628151766966,8.001111035489043,100.0,0,0,100,100,83.99777792902191,95.99944448225548,0.00046548450153048593,1.0879598118765537,-1.1624747138566045,420.3831452535889,15,307.2,3,0.21324294735563437,0.33889760644119193,0,0,excellent,True,3,770.0,330.0
D0253,74.70083537132017,123.01420402632957,15.064509754573962,70.59832925735967,0,0,100,100,69.87098049085208,85.11732743705292,-0.00019150485219341745,1.987800827860632,-1.8576485005398915,475.8443213153095,15,254.8,1391,0.03722032755050495,0.25838063726460175,3,0,average,True,1,990.0,110.0
D0254,65.00930907188287,108.49757158416496,11.98608856599572,89.98138185623426,0,0,100,100,76.02782286800856,91.50230118106072,0.0009019303672792068,1.7543756511203732,-1.676009888149546,500.57167985349804,15,308.0,496,0.3195980493011158,0.1695689743073715,0,0,good,True,3,770.0,330.0
D0255,55.19795694214658,81.71127867586414,8.18838484563287,100.0,0,0,100,100,83.62323030873426,95.90580757718357,-0.00019148106891562057,1.038507982343186,-1.0379610862366777,352.16296529089516,15,255.2,1,0.3557352757371208,0.17361583970166136,0,0,excellent,True,3,770.0,330.0
D0256,75.57705521384489,125.5703703680166,14.921373185726685,68.84588957231023,0,0,100,100,70.15725362854663,84.75078580021422,-0.0005014246384727629,2.164769465050079,-1.940573267903904,498.05279385923774,15,263.6,1519,0.17039998590338867,0.17685082103167105,2,0,average,False,0,1100.0,0.0
D0257,54.99784195009331,81.49224224349572,8.002259717367584,100.0,0,0,100,100,83.99548056526483,95.9988701413162,-0.0002625209345947729,1.1208791202493402,-1.1024180526314702,370.135476324128,15,269.2,1,0.13849207702830457,0.36433133288171965,1,1,excellent,True,3,770.0,330.0
D0258,85.13591928706556,160.0,20.04708399471634,49.728161425868876,0,0,100,100,59.90583201056732,77.40849835910905,0.00014186269190909158,2.498588306745885,-2.653364735089366,557.6402713302795,15,262.0,2346,0.09174255750205926,0.1279182123158238,1,0,poor,False,0,1100.0,0.0
D0259,84.90804485413528,156.09551164714549,20.09482826696699,50.18391029172943,0,2,100,94,59.81034346606602,75.99856343944886,-4.3291260707751824e-05,3.2435448744866946,-2.96967426892914,483.9758556685711,15,228.0,2035,0.17502703337140585,0.28783561651322004,0,0,poor,False,0,1100.0,0.0
D0260,85.16388303999533,151.99552991611006,19.752062971679226,49.67223392000935,1,0,97,100,60.49587405664155,76.79202699416273,-0.00014340255501914611,2.9269787768368305,-2.6880341257657387,574.8562105199685,15,270.0,2456,0.15976558913146452,0.3100703275012894,0,1,poor,False,0,1100.0,0.0
D0261,74.7272907137295,129.1742738092497,15.201752845285956,70.545418572541,0,0,100,100,69.5964943094281,85.03547822049228,0.000396829827576968,2.2961935380843643,-2.306285585188428,689.7328932877233,15,369.2,2032,0.42410907360814787,0.19483782833490548,1,0,average,True,1,990.0,110.0
D0262,55.17079012251647,86.93758445683014,8.06844203634899,100.0,0,0,100,100,83.86311592730202,95.96577898182551,0.0007888165798631236,1.0345941667592704,-1.1789279836785078,363.02379900615836,15,263.2,4,0.1220287973476399,0.22959061878695458,0,0,excellent,True,3,770.0,330.0
D0263,85.25194316494535,144.78663908356486,20.21155549152163,49.49611367010931,2,0,94,100,59.57688901695674,75.76825067176651,0.00033997900006628266,2.5831057485011515,-2.9471956876147813,510.6591395580226,15,239.6,2154,0.3370097412397917,0.4774478110735419,0,0,poor,False,0,1100.0,0.0
D0264,65.2850864631551,108.05164368207993,12.12932543019801,89.42982707368981,0,0,100,100,75.74134913960398,91.29279405332345,0.00021902685721947635,1.6936436691258472,-1.4987233682520855,402.80898347766697,15,246.8,430,0.20864230704622153,0.1734986276278123,1,0,good,True,3,770.0,330.0
D0265,74.59042448712658,130.586313222885,15.262097702500757,70.81915102574683,0,0,100,100,69.4758045949985,85.07373890518633,-0.0007031925398091871,1.9042310318871511,-1.9899023453707168,443.8130256984032,15,238.0,1266,0.235881033710269,0.13910200038998752,0,0,average,True,1,990.0,110.0
D0266,54.7995432118885,79.60340805686899,7.959909186387997,100.0,0,0,100,100,84.08018162722401,96.020045406806,-0.0007167254021183504,1.231907232464308,-1.036657173835999,327.7012684070932,15,239.2,0,0.1056675010154369,0.08771942605822407,1,1,excellent,True,3,770.0,330.0
D0267,74.92765667784067,127.10364533393606,15.496022981790349,70.14468664431865,0,0,100,100,69.0079540364193,84.78816017018448,-0.00011218217879124889,1.934104212442623,-2.2914093311751715,531.9863624126688,15,284.0,1611,0.17245033776162852,0.29577115575750146,0,0,average,True,1,990.0,110.0
D0268,65.12249659441161,107.40958471947584,12.250220816273883,89.75500681117677,0,0,100,100,75.49955836745224,91.31364129465726,-0.0007534919813714016,1.5453672371873346,-1.6496179477526334,418.08642813612255,15,256.8,438,0.08645041756368416,0.4593025700678312,0,0,good,True,3,770.0,330.0
D0269,74.94635163614389,128.98787019512778,15.00615150707119,70.10729672771222,0,0,100,100,69.98769698585762,85.02374842839245,-2.3430103962607147e-05,2.3857038181505,-1.976555690542919,535.1169506820673,15,285.6,1575,0.11402984881829366,0.4225444969803722,1,1,average,True,1,990.0,110.0
D0270,74.9354506204608,124.0692323043218,14.95596273188921,70.1290987590784,0,0,100,100,70.08807453622158,85.054293323825,-0.0004224389035826716,1.977323257505147,-2.153360497531843,508.81170971292886,15,271.6,1504,0.26910305455692013,0.4593654319648311,0,0,average,True,1,990.0,110.0
D0271,75.25044050382122,128.92793439425347,14.953838038536595,69.49911899235755,0,0,100,100,70.09232392292681,84.8978607288211,-0.0002775792272281061,2.074044273221582,-2.1737928312175696,595.9834887902641,15,316.8,1798,0.19404653165163066,0.11471135728525175,0,0,average,False,0,1100.0,0.0
D0272,75.00498638935065,127.02995190487556,14.97010906758661,69.9900272212987,0,0,100,100,70.05978186482677,85.01245227153137,0.0006449497363530695,1.8321793256597916,-1.917945982852539,524.284854861561,15,279.6,1539,0.11683690457064043,0.44554703828991254,2,0,average,False,0,1100.0,0.0
D0273,65.3746299087183,103.65573632627542,12.005400193317172,89.25074018256339,0,0,100,100,75.98919961336566,91.30998494898226,-0.0007979242679544148,1.423079036575026,-1.7920700489616537,431.4725573975408,15,264.0,450,0.10284716663779934,0.3879615594165572,0,0,good,True,3,770.0,330.0
D0274,65.10118256897594,102.56316949646126,12.145339972391275,89.79763486204811,0,0,100,100,75.70932005521745,91.37673872931639,0.0009609088405048035,1.519410016342093,-1.646895824406475,470.68154997369606,15,289.2,473,0.1619316089022674,0.39237401425352697,0,0,good,True,3,770.0,330.0
D0275,65.24801614705083,118.84371751437774,12.05656283261706,89.50396770589833,0,0,100,100,75.88687433476588,91.34771051016605,-0.0003959376210829094,1.535266436465935,-1.6792526988979557,367.9988110693667,15,225.6,379,0.10542963618710446,0.25743553892002885,0,0,good,True,3,770.0,330.0
D0276,85.20119764958513,153.8375646636425,20.255079264325122,49.59760470082975,0,1,100,97,59.489841471349756,76.52186154304488,-0.0008181058642460949,2.7400335003928165,-2.6647909319777425,415.7818445299754,15,195.2,1762,0.12953561258033272,0.2711840512552228,0,1,poor,False,0,1100.0,0.0
D0277,65.09357873583333,106.15403582285356,11.816407474026674,89.81284252833333,0,0,100,100,76.36718505194665,91.54500689507,-2.2931302052642095e-05,1.6777612076355894,-1.6289661690593402,398.3727018633,15,244.8,375,0.08050423099750659,0.3032497095141195,1,1,good,True,3,770.0,330.0
D0278,64.91356586678691,105.94593957184092,11.799283889156111,90.17286826642618,0,0,100,100,76.40143222168777,91.6435751220285,0.000614874907437689,1.7392123385676257,-1.6719338956698373,412.20114325409685,15,254.0,393,0.18070387939196314,0.5452470271377662,0,0,good,True,3,770.0,330.0
D0279,74.55987499017732,125.82108374232804,15.137022457853556,70.88025001964536,0,0,100,100,69.72595508429289,85.15155127598456,0.0009955919876796218,1.8454771471283893,-1.9307348915512468,478.6743974369384,15,256.8,1376,0.09224109076707428,0.2991630350979416,0,0,average,True,1,990.0,110.0
D0280,54.9979881971783,81.11240252897487,8.021596765398819,100.0,0,0,100,100,83.95680646920236,95.9892016173006,-3.7839374932765385e-05,1.1102308568342036,-1.2385929186818232,399.83537419348625,15,290.8,5,0.09645300150390454,0.105549889934582,1,0,excellent,True,3,770.0,330.0
D0281,64.71140831230169,107.6258125639774,11.830152530705876,90.57718337539663,0,0,100,100,76.33969493858825,91.72921957849623,0.0006846823528610078,1.7506237463623755,-1.6860495230360144,399.91650337002443,15,247.2,358,0.10104266998637948,0.2965911279199886,0,0,good,True,3,770.0,330.0
D0282,64.68583773018547,103.36924530972854,11.94855656643111,90.62832453962906,0,0,100,100,76.10288686713778,91.6828028516917,-0.0004200639869922541,1.608525686629741,-1.5805816235031946,377.1184339669813,15,233.2,344,0.061593792939870794,0.30093152871082063,0,1,good,True,3,770.0,330.0
D0283,65.23947386366369,111.1008747450594,11.984580384224863,89.52105227267262,0,0,100,100,76.03083923155027,91.38797287605571,5.989050326898776e-05,1.7546834838441392,-1.8073202154547423,456.6763170456459,15,280.0,456,0.15885051432317993,0.3266365037914532,0,0,good,True,3,770.0,330.0
D0284,65.17517520400222,108.40596986800048,11.89445510223183,89.64964959199557,0,0,100,100,76.21108979553634,91.46518484688298,0.0002634076796164215,1.5339463598975838,-1.6662367373222409,390.3992994719733,15,239.6,389,0.1513938141227215,0.3162151598079691,0,1,good,True,3,770.0,330.0
D0285,54.9810443296757,82.1969363165721,7.964471777134649,100.0,0,0,100,100,84.0710564457307,96.01776411143268,-0.00038687289411099,1.109280230718341,-0.9890425820995578,382.66806853454284,15,278.4,3,0.28104105789899514,0.16337265074896754,0,0,excellent,True,3,770.0,330.0
D0286,85.20084546576112,151.44159075236985,19.59270365552308,49.59830906847776,0,0,100,100,60.81459268895384,77.6032254393579,-0.0005224960695330155,2.416114078868569,-2.894865428436924,461.78858242442533,15,216.8,1984,0.23629992947192188,0.11360791118904462,0,0,poor,False,0,1100.0,0.0
D0287,54.69108981176809,86.30046417484562,7.967948016837848,100.0,0,0,100,100,84.0641039663243,96.01602599158107,-0.00036976251081507333,1.0524888965670685,-1.1751289851202171,345.6476876103743,15,252.8,4,0.3260878302698091,0.46376371867753696,2,0,excellent,True,1,990.0,110.0
D0288,64.96628583838206,104.89094853201108,11.977549592108097,90.06742832323587,0,0,100,100,76.0449008157838,91.52808228475492,-0.0009950501186016013,1.6226009116382207,-1.4217454659481523,299.49457771494133,15,184.4,300,0.3752679359428481,0.0746045968020323,0,0,good,True,3,770.0,330.0
D0289,64.93811543388894,107.08826042040054,12.049144039168171,90.12376913222212,0,0,100,100,75.90171192166366,91.50637026347145,-9.644062997575387e-05,1.488153277920572,-1.8982604729735717,376.64106951655583,15,232.0,379,0.1315053457114488,0.09175814648638389,1,1,good,True,3,770.0,330.0
D0290,64.92019473203308,105.6238818355052,12.097659759958553,90.15961053593384,0,0,100,100,75.8046804800829,91.49107275400418,0.0005003287600763511,1.5127792613350737,-1.7242044610026626,387.5735625502375,15,238.8,389,0.1774424772027967,0.21626202242180712,0,1,good,True,3,770.0,330.0
D0291,55.00038890567055,83.15656134063846,7.85536987777732,100.0,0,0,100,100,84.28926024444536,96.07231506111134,-2.565233790061826e-05,1.1604830121494984,-1.1855004245626342,394.9027923427145,15,287.2,2,0.13516057181793795,0.25074405112411136,0,0,excellent,True,3,770.0,330.0
D0292,75.02318633944246,138.52239958298378,15.162310308107452,69.95362732111508,0,0,100,100,69.6753793837851,84.90725167622503,-0.00016064989681417025,2.35178485067824,-2.8229456459427684,555.9218107752687,15,296.4,1640,0.12946700277176193,0.28017659886746177,1,0,average,False,0,1100.0,0.0
D0293,55.22452991194013,82.4771063247326,7.954487049801196,100.0,0,0,100,100,84.09102590039761,96.0227564750994,-0.00025333458416962795,1.1528405046099397,-1.096072273993676,339.0786136593124,15,245.6,1,0.028289829444125694,0.22512126920768122,0,0,excellent,True,3,770.0,330.0
D0294,65.32484010266893,113.34453942640448,11.892806880183002,89.35031979466214,0,0,100,100,76.214386239634,91.39117650857403,-0.00015603991116930997,1.8342425518058905,-2.083978858081756,482.0973199576967,15,295.2,480,0.06044877716101887,0.5354466140676787,0,1,good,True,3,770.0,330.0
D0295,74.59422344123004,126.64454259716804,15.2775825737249,70.81155311753992,0,0,100,100,69.4448348525502,85.06409699252254,0.0003524369573578708,2.1748540828350187,-2.006251407294704,458.00853192915247,15,245.6,1339,0.0825499661081585,0.27072972319271305,0,1,average,True,1,990.0,110.0
D0296,85.53528957533155,160.0,19.65295021442206,48.92942084933691,0,0,100,100,60.69409957115588,77.4058801051232,-0.0002683425283672911,2.9687182750733543,-2.78099562763842,545.7151474906153,15,255.2,2316,0.0750118338556568,0.05557943365058419,1,0,poor,False,0,1100.0,0.0
D0297,54.98865629948694,79.22102360798085,7.849296550562671,100.0,0,0,100,100,84.30140689887466,96.07535172471867,-0.0006347561487343702,0.970706205600392,-1.2508803577293404,271.64396211946547,15,197.6,0,0.17114317645906799,0.1934335794300955,1,0,excellent,True,3,770.0,330.0
D0298,54.837636792738685,85.14707223982685,7.820735104911301,100.0,0,0,100,100,84.3585297901774,96.08963244754435,-0.0002766026251510769,1.042540754845862,-1.0738900014372526,331.76770259606906,15,242.0,3,0.24202763949953532,0.23824993719525306,1,0,excellent,True,3,770.0,330.0
D0299,54.855536020326596,83.75213521318726,8.009107493021142,100.0,0,0,100,100,83.98178501395772,95.99544625348943,-0.00011424752020516835,1.2475335655746702,-1.027374480753291,268.79212649960033,15,196.0,5,0.043631166164999825,0.2562021455572531,1,0,excellent,True,3,770.0,330.0
D0300,75.08841587000528,126.5429215447022,15.114797092537849,69.82316825998944,0,0,100,100,69.7704058149243,84.89839351872843,-0.0003264170390926607,1.9273498738905692,-1.9934131279732523,521.1136061378367,15,277.6,1570,0.41882687896121856,0.4586961330519263,0,0,average,False,0,1100.0,0.0
D0301,55.054314923505245,86.51675876035293,8.06966571867396,100.0,0,0,100,100,83.86066856265208,95.96516714066303,-0.0004292777925079264,1.0512262788333135,-1.3582620098832594,377.12205722601095,15,274.0,5,0.06653708137294914,0.1689943171571898,1,0,excellent,True,3,770.0,330.0
D0302,54.94377989281547,80.45585003976552,7.93271131564803,100.0,0,0,100,100,84.13457736870394,96.03364434217599,-0.00041149147988878387,1.0366464255759915,-1.0574003069561484,435.7041745500267,15,317.2,3,0.3532937766609962,0.15512893560836144,0,0,excellent,True,3,770.0,330.0
D0303,55.10597763289729,82.14307830491406,7.995955975886556,100.0,0,0,100,100,84.00808804822688,96.00202201205673,-2.004754792891582e-06,1.0193887276217537,-1.0420319788964778,396.21197918053156,15,287.6,3,0.5326378475805355,0.12797107358996837,2,1,excellent,True,1,990.0,110.0
D0304,54.95507396366951,81.90487997025707,7.783493768430735,100.0,0,0,100,100,84.43301246313852,96.10825311578463,0.00017329397497268563,1.008091794582716,-1.0085438790931958,292.3609934867218,15,212.8,2,0.052302284497060085,0.206598995948253,1,1,excellent,True,3,770.0,330.0
D0305,65.14519120387655,108.35368472295764,12.064871249005998,89.7096175922469,0,0,100,100,75.87025750198801,91.39496877355873,0.0006132094452810966,1.6858768051506086,-1.5915687484583445,465.78811710771737,15,286.0,472,0.1790013161700834,0.3028702964705348,1,0,good,True,3,770.0,330.0
D0306,55.24911030957955,83.20251451702381,7.995930237533694,100.0,0,0,100,100,84.00813952493262,96.00203488123316,0.0001708949447166645,1.0119985216859857,-1.2867490578288614,307.1850533212623,15,222.4,6,0.0711436493150006,0.3678249386659037,1,0,excellent,True,3,770.0,330.0
D0307,54.94972568044754,82.77304284653067,8.00138786053977,100.0,0,0,100,100,83.99722427892046,95.99930606973011,0.00010719116856664527,1.112765266552715,-0.9907228278793088,361.01969772054036,15,262.8,4,0.3069145963266165,0.5400495085714989,0,0,excellent,True,3,770.0,330.0
D0308,64.96955122868022,111.31162234647918,11.84256495573634,90.06089754263957,0,0,100,100,76.31487008852733,91.59394190779173,-0.0003692415500557324,1.6390321429211845,-1.7054288881724995,513.2594547065737,15,316.0,482,0.08550316134353891,0.47187964867875815,0,0,good,True,3,770.0,330.0
D0309,75.5071401326038,120.55341898062458,14.771187896472897,68.98571973479241,0,0,100,100,70.45762420705421,84.86083598546165,4.386497212345961e-05,1.7878531128248845,-1.8981929186531656,384.3313432749533,15,203.6,1167,0.20837538372251027,0.18072929553284,0,0,average,False,0,1100.0,0.0
D0310,65.64108462270397,104.67672459346446,11.670556915051831,88.71783075459206,0,0,100,100,76.65888616989633,91.3441792311221,-0.0001864847682088341,1.7609402364045683,-1.6187574224893873,381.37470165791007,15,232.4,387,0.16467970730590176,0.2560102282220273,1,0,good,True,3,770.0,330.0
D0311,84.69405120537878,151.0358570810756,20.131663069725274,50.61189758924243,0,1,100,97,59.73667386054945,76.83714286244798,0.0003151433312240422,2.841590201802344,-2.457788008386585,536.1133441300477,15,253.2,2277,0.030842342788643534,0.12380507080016634,0,1,poor,False,0,1100.0,0.0
D0312,64.93673296779585,112.90351909028205,11.916087303372706,90.1265340644083,0,0,100,100,76.16782539325459,91.57358986441572,0.0007865499150410758,1.7634547943540797,-1.5940672117632857,350.6583580260976,15,216.0,307,0.4148940163179003,0.2908508805051487,0,0,good,True,3,770.0,330.0
D0313,65.18128539614247,109.49486204073716,12.032705112438821,89.63742920771506,0,0,100,100,75.93458977512236,91.39300474570936,-0.0010806862209405434,1.5989619424449992,-1.7852822972065234,315.4774213173296,15,193.6,305,0.23657149178146092,0.5440803107842237,0,0,good,True,3,770.0,330.0
D0314,65.3152971794743,105.63040170105025,12.019628796413796,89.3694056410514,0,0,100,100,75.9607424071724,91.33253701205595,-4.3934926120509013e-05,1.5743386710903793,-1.628969438909594,480.72058724093085,15,294.4,490,0.2638906331615614,0.30930138559856224,0,0,good,True,3,770.0,330.0
D0315,75.01657899428906,125.63961260113902,14.826062898539924,69.96684201142187,0,0,100,100,70.34787420292015,85.0786790535855,-0.00024032004905042825,2.160267724784822,-2.4307472728518817,560.3738450873393,15,298.8,1655,0.1874728972318855,0.33843718028990094,0,0,average,False,0,1100.0,0.0
D0316,55.11832610412723,80.6490117216342,7.997202934905843,100.0,0,0,100,100,84.00559413018831,96.00139853254709,-0.00014500900774156564,0.9623290388213708,-1.0106875741792511,377.0093505522302,15,273.6,3,0.4956519377167332,0.30794073358714963,1,0,excellent,True,3,770.0,330.0
D0317,55.032995992304436,83.37637507200887,7.979687025619467,100.0,0,0,100,100,84.04062594876106,96.01015648719027,9.603580656729547e-05,1.1464923909682974,-1.0929480079075504,334.05028567328793,15,242.8,5,0.27938101845426344,0.27387875826132596,0,0,excellent,True,3,770.0,330.0
D0318,55.35709509376512,89.67863215441912,8.016269674581897,100.0,0,0,100,100,83.9674606508362,95.99186516270905,-0.0002713972131098265,1.0657002201935897,-1.1449920142899184,306.6783068194588,15,221.6,5,0.01803399682613369,0.2728340090182097,1,1,excellent,True,3,770.0,330.0
D0319,74.92321566993361,131.59630244330904,14.815758050802085,70.15356866013278,0,0,100,100,70.36848389839582,85.13051313963216,0.00013186335550200063,2.2486166927359,-2.0692073806729177,511.7255630256466,15,273.2,1501,0.20530950810701207,0.16509756801065323,0,0,average,True,1,990.0,110.0
D0320,65.08964882235071,104.41592899790872,11.921832636689466,89.82070235529858,0,0,100,100,76.15633472662107,91.49425927047992,-2.0635444985734775e-05,1.6950749471108444,-1.6683798726150474,439.35512955086733,15,270.0,442,0.0734160131558602,0.2590639979629308,1,1,good,True,3,770.0,330.0
D0321,55.19377200963773,82.55417398210045,8.022634451158197,100.0,0,0,100,100,83.9547310976836,95.98868277442091,-5.1808794044227495e-05,1.0639513845108417,-1.1500845889450642,370.90214790476557,15,268.8,5,0.21465975852125235,0.2137329280040769,0,1,excellent,True,3,770.0,330.0
D0322,74.87513846085439,127.99870553073634,14.865140184845194,70.24972307829123,0,0,100,100,70.26971963030961,85.12986067715022,-0.0002964695794115968,1.9171537157289176,-1.9551760229849664,408.81825599626495,15,218.4,1206,0.13743052617540394,0.14913893500689315,1,0,average,True,1,990.0,110.0
D0323,54.94698499362156,80.84734861846816,7.8347215754610104,100.0,0,0,100,100,84.33055684907798,96.0826392122695,-0.00047310455497640854,0.9588239627404584,-1.2610928736926303,223.08475907410354,15,162.4,2,0.38532241838539333,0.20520540282390404,0,0,excellent,True,3,770.0,330.0
D0324,64.84289436582027,102.6202645602321,12.042509760114946,90.31421126835946,0,0,100,100,75.91498047977011,91.5572979370324,0.0003662073007152983,1.4792893840598045,-1.6347205501639597,394.2447977441872,15,243.2,393,0.3165705396430455,0.26756789688471366,0,0,good,True,3,770.0,330.0
D0325,75.49507960861307,126.53521777455268,15.008253002127837,69.00984078277386,0,0,100,100,69.98349399574433,84.74833369462954,-0.00022180366415064864,2.4259301706607648,-1.797913350764702,406.9184790904244,15,215.6,1229,0.2643583374222281,0.16877716952454244,0,0,average,False,0,1100.0,0.0
D0326,74.77177801090544,129.04327653556075,15.313151113659195,70.45644397818913,0,0,100,100,69.37369777268161,84.95753543771768,8.887335834557117e-05,2.0477004983712304,-1.9564698838750725,420.96511020139764,15,225.2,1234,0.058029305233613646,0.23300619379993187,1,1,average,True,1,990.0,110.0
